payment_id,customer_id,amount,payment_method,failure_reason,retry_attempts,prior_failures,hours_since_failure,customer_txn_frequency_90d,event_timestamp,true_recovery_probability,recovered
P100684,C152,4368.87,CARD,UNKNOWN,0,0,17.8,22,2026-01-22T21:00:00,0.5094,1
P100685,C316,5976.24,UPI,UNKNOWN,0,2,3.4,7,2026-02-16T23:00:00,0.461,1
P100686,C399,1878.93,CARD,INSUFFICIENT_FUNDS,2,0,8.4,16,2026-01-15T22:00:00,0.4391,1
P100687,C483,3241.97,WALLET,NETWORK_FAILURE,2,0,14.8,14,2026-01-21T21:00:00,0.6246,0
P100688,C93,10664.56,UPI,INSUFFICIENT_FUNDS,1,1,4.8,29,2026-02-08T15:00:00,0.4501,1
P100689,C190,2312.57,UPI,CUSTOMER_ABANDONMENT,3,0,0.8,3,2026-01-25T14:00:00,0.1276,0
P100690,C76,937.96,WALLET,CUSTOMER_ABANDONMENT,3,2,52.8,12,2026-02-17T16:00:00,0.0737,0
P100691,C488,922.0,CARD,UNKNOWN,0,3,12.3,22,2026-03-10T02:00:00,0.5762,1
P100692,C70,6333.16,UPI,NETWORK_FAILURE,0,3,42.9,9,2026-01-31T04:00:00,0.6262,1
P100693,C502,2883.61,UPI,BANK_TECHNICAL_FAILURE,1,0,1.4,28,2026-02-27T17:00:00,0.8079,1
P100694,C264,3673.21,UPI,NETWORK_FAILURE,0,3,10.9,26,2026-01-21T16:00:00,0.7951,1
P100695,C386,11153.51,NETBANKING,INSUFFICIENT_FUNDS,0,2,9.1,13,2026-01-28T09:00:00,0.4165,0
P100696,C562,2055.71,CARD,NETWORK_FAILURE,0,0,4.3,8,2026-03-06T00:00:00,0.7824,1
P100697,C202,4147.76,CARD,EXPIRED_PAYMENT_METHOD,2,1,30.0,11,2026-03-07T13:00:00,0.3765,0
P100698,C49,382.31,UPI,REPEATED_DECLINE,2,3,7.7,29,2026-02-22T18:00:00,0.143,0
P100699,C255,6729.88,CARD,REPEATED_DECLINE,3,0,11.3,14,2026-01-02T23:00:00,0.2627,0
P100700,C99,2119.41,CARD,BANK_TECHNICAL_FAILURE,2,0,48.0,29,2026-03-25T00:00:00,0.8325,1
P100701,C504,6488.23,CARD,BANK_TECHNICAL_FAILURE,1,1,39.9,9,2026-01-15T15:00:00,0.7679,1
P100702,C286,1439.81,UPI,REPEATED_DECLINE,1,1,34.0,8,2026-03-05T10:00:00,0.152,0
P100703,C209,3121.41,EMI,NETWORK_FAILURE,1,1,0.3,27,2026-01-16T15:00:00,0.8844,1
P100704,C587,1797.99,UPI,REPEATED_DECLINE,3,0,27.5,27,2026-03-06T09:00:00,0.2702,1
P100705,C152,27449.19,UPI,BANK_TECHNICAL_FAILURE,0,1,0.2,7,2026-01-29T17:00:00,0.8715,0
P100706,C576,25876.72,CARD,INSUFFICIENT_FUNDS,1,2,16.1,24,2026-02-13T09:00:00,0.3749,0
P100707,C62,16931.03,NETBANKING,CUSTOMER_ABANDONMENT,1,2,43.3,29,2026-02-24T02:00:00,0.2007,0
P100708,C176,243.09,UPI,BANK_TECHNICAL_FAILURE,3,2,3.6,22,2026-03-21T13:00:00,0.8901,1
P100709,C126,1390.77,CARD,INSUFFICIENT_FUNDS,0,2,48.2,18,2026-03-24T15:00:00,0.4864,1
P100710,C507,2836.56,CARD,NETWORK_FAILURE,2,3,6.8,23,2026-01-12T22:00:00,0.8135,0
P100711,C209,5527.04,UPI,INSUFFICIENT_FUNDS,3,1,26.7,24,2026-01-14T00:00:00,0.4056,0
P100712,C385,632.51,WALLET,NETWORK_FAILURE,2,1,14.2,27,2026-02-12T22:00:00,0.6887,1
P100713,C19,1649.15,CARD,INSUFFICIENT_FUNDS,0,1,6.3,21,2026-02-25T14:00:00,0.4183,1
P100714,C500,4736.79,UPI,INSUFFICIENT_FUNDS,3,0,0.9,15,2026-02-05T08:00:00,0.3748,0
P100715,C326,8693.13,CARD,INSUFFICIENT_FUNDS,1,1,54.5,13,2026-02-02T12:00:00,0.518,1
P100716,C558,3466.71,UPI,BANK_TECHNICAL_FAILURE,3,2,3.3,11,2026-01-29T06:00:00,0.8334,1
P100717,C441,2550.18,CARD,BANK_TECHNICAL_FAILURE,1,0,65.9,21,2026-02-21T18:00:00,0.9556,1
P100718,C495,3233.04,CARD,NETWORK_FAILURE,2,3,8.4,5,2026-01-09T05:00:00,0.6075,0
P100719,C264,916.67,CARD,EXPIRED_PAYMENT_METHOD,3,2,4.0,2,2026-01-08T03:00:00,0.3866,0
P100720,C244,5384.52,CARD,UNKNOWN,1,0,0.8,7,2026-03-13T01:00:00,0.2645,1
P100721,C287,861.75,CARD,BANK_TECHNICAL_FAILURE,0,0,11.6,26,2026-03-18T23:00:00,0.9203,1
P100722,C389,6098.59,CARD,INSUFFICIENT_FUNDS,1,1,0.5,1,2026-03-28T08:00:00,0.3932,0
P100723,C312,2054.32,UPI,BANK_TECHNICAL_FAILURE,0,3,8.5,21,2026-02-11T12:00:00,0.8668,1
P100724,C318,4732.56,UPI,REPEATED_DECLINE,0,0,46.1,9,2026-02-23T22:00:00,0.2099,0
P100725,C345,1030.3,CARD,BANK_TECHNICAL_FAILURE,2,1,15.6,3,2026-01-21T03:00:00,0.6867,0
P100726,C440,10347.42,CARD,BANK_TECHNICAL_FAILURE,3,2,12.6,10,2026-02-14T00:00:00,0.869,1
P100727,C161,6243.96,WALLET,CUSTOMER_ABANDONMENT,1,2,29.3,16,2026-02-13T09:00:00,0.3222,1
P100728,C355,11777.63,CARD,INSUFFICIENT_FUNDS,3,0,37.1,8,2026-02-23T19:00:00,0.2615,0
P100729,C218,1169.07,CARD,CUSTOMER_ABANDONMENT,1,1,11.1,11,2026-03-23T18:00:00,0.3539,0
P100730,C14,3569.81,CARD,REPEATED_DECLINE,2,0,1.4,14,2026-01-15T11:00:00,0.3159,0
P100731,C267,3493.69,CARD,EXPIRED_PAYMENT_METHOD,3,1,28.6,16,2026-03-01T13:00:00,0.4013,0
P100732,C342,2473.03,CARD,CUSTOMER_ABANDONMENT,2,4,13.8,21,2026-02-19T01:00:00,0.2238,0
P100733,C287,3200.38,NETBANKING,NETWORK_FAILURE,2,1,2.5,16,2026-02-01T15:00:00,0.6382,1
P100734,C176,770.52,UPI,REPEATED_DECLINE,0,1,3.5,23,2026-01-08T20:00:00,0.3021,1
P100735,C155,13465.37,UPI,EXPIRED_PAYMENT_METHOD,1,0,9.9,14,2026-03-27T04:00:00,0.5318,0
P100736,C152,6239.36,CARD,CUSTOMER_ABANDONMENT,3,0,2.4,20,2026-01-01T15:00:00,0.3163,0
P100737,C401,13150.96,UPI,UNKNOWN,1,0,10.4,18,2026-03-18T21:00:00,0.4036,0
P100738,C45,380.17,CARD,INSUFFICIENT_FUNDS,1,1,3.2,4,2026-03-23T13:00:00,0.4372,0
P100739,C79,3727.66,CARD,BANK_TECHNICAL_FAILURE,3,2,0.2,24,2026-02-03T00:00:00,0.8212,1
P100740,C540,1286.16,CARD,BANK_TECHNICAL_FAILURE,3,2,4.2,19,2026-03-23T12:00:00,0.6687,0
P100741,C131,3885.52,CARD,REPEATED_DECLINE,2,1,16.4,13,2026-02-21T15:00:00,0.2465,0
P100742,C413,2529.67,CARD,EXPIRED_PAYMENT_METHOD,3,3,5.1,26,2026-03-14T19:00:00,0.3424,0
P100743,C110,6823.06,CARD,REPEATED_DECLINE,2,0,7.9,29,2026-02-07T13:00:00,0.3839,0
P100744,C322,5310.17,NETBANKING,CUSTOMER_ABANDONMENT,3,3,0.1,21,2026-02-14T17:00:00,0.0615,0
P100745,C292,2081.07,WALLET,INSUFFICIENT_FUNDS,1,2,0.1,10,2026-02-04T15:00:00,0.3139,0
P100746,C415,516.34,UPI,BANK_TECHNICAL_FAILURE,3,0,46.9,6,2026-03-13T09:00:00,0.7755,1
P100747,C262,1489.43,EMI,NETWORK_FAILURE,2,1,5.4,24,2026-03-11T10:00:00,0.7969,1
P100748,C382,107.98,CARD,UNKNOWN,2,1,14.3,8,2026-01-24T21:00:00,0.1634,0
P100749,C312,390.47,UPI,CUSTOMER_ABANDONMENT,3,1,10.5,22,2026-02-14T18:00:00,0.3649,0
P100750,C244,2807.15,CARD,INSUFFICIENT_FUNDS,1,0,8.2,9,2026-01-29T14:00:00,0.3082,1
P100751,C144,4150.89,UPI,NETWORK_FAILURE,2,1,26.1,6,2026-01-17T06:00:00,0.5998,1
P100752,C204,4790.08,UPI,CUSTOMER_ABANDONMENT,2,0,5.0,23,2026-01-05T01:00:00,0.3876,0
P100753,C451,1453.15,CARD,EXPIRED_PAYMENT_METHOD,3,0,16.3,24,2026-03-19T02:00:00,0.486,1
P100754,C224,1020.19,CARD,NETWORK_FAILURE,1,1,15.2,3,2026-03-16T02:00:00,0.732,0
P100755,C1,4037.01,CARD,CUSTOMER_ABANDONMENT,1,3,14.5,1,2026-02-18T17:00:00,0.2413,0
P100756,C342,1225.86,CARD,UNKNOWN,3,3,0.3,9,2026-02-01T07:00:00,0.2513,0
P100757,C441,2934.97,CARD,NETWORK_FAILURE,3,0,5.8,4,2026-02-03T23:00:00,0.7968,1
P100758,C265,417.68,CARD,UNKNOWN,0,1,3.4,13,2026-03-20T15:00:00,0.3534,0
P100759,C47,1877.82,UPI,INSUFFICIENT_FUNDS,3,2,17.7,20,2026-02-18T15:00:00,0.2514,0
P100760,C13,1641.88,CARD,NETWORK_FAILURE,2,1,27.8,2,2026-02-04T03:00:00,0.6876,1
P100761,C385,544.86,UPI,INSUFFICIENT_FUNDS,3,2,34.5,29,2026-01-03T18:00:00,0.3567,0
P100762,C412,2995.77,UPI,INSUFFICIENT_FUNDS,2,3,20.4,18,2026-02-22T00:00:00,0.4568,1
P100763,C342,6176.05,UPI,BANK_TECHNICAL_FAILURE,3,1,93.5,13,2026-03-03T17:00:00,0.7765,1
P100764,C200,13519.91,CARD,REPEATED_DECLINE,2,1,27.3,12,2026-01-25T04:00:00,0.3207,0
P100765,C405,1892.41,UPI,INSUFFICIENT_FUNDS,0,0,5.0,8,2026-02-19T05:00:00,0.3304,0
P100766,C546,2575.82,UPI,INSUFFICIENT_FUNDS,1,0,45.3,2,2026-03-08T16:00:00,0.4529,1
P100767,C420,727.2,CARD,INSUFFICIENT_FUNDS,0,2,0.3,29,2026-01-24T12:00:00,0.3109,0
P100768,C572,3898.96,UPI,UNKNOWN,0,1,0.5,3,2026-01-30T15:00:00,0.3894,1
P100769,C393,1526.63,CARD,REPEATED_DECLINE,1,3,4.4,27,2026-02-04T12:00:00,0.2272,0
P100770,C110,1603.69,CARD,INSUFFICIENT_FUNDS,0,4,4.2,28,2026-03-16T14:00:00,0.4115,1
P100771,C566,3596.41,CARD,EXPIRED_PAYMENT_METHOD,3,3,20.6,10,2026-02-08T12:00:00,0.2766,0
P100772,C512,1025.71,NETBANKING,INSUFFICIENT_FUNDS,3,0,19.2,7,2026-01-01T10:00:00,0.2549,0
P100773,C44,313.85,CARD,NETWORK_FAILURE,2,1,12.6,2,2026-01-20T08:00:00,0.6264,1
P100774,C437,12494.99,UPI,NETWORK_FAILURE,1,0,18.1,1,2026-02-07T05:00:00,0.812,0
P100775,C581,354.32,NETBANKING,BANK_TECHNICAL_FAILURE,2,2,11.1,13,2026-01-10T10:00:00,0.6344,1
P100776,C172,11523.58,UPI,BANK_TECHNICAL_FAILURE,1,3,6.6,12,2026-02-27T07:00:00,0.8877,1
P100777,C428,2432.72,NETBANKING,EXPIRED_PAYMENT_METHOD,0,3,28.2,14,2026-03-25T10:00:00,0.266,0
P100778,C453,10814.87,WALLET,NETWORK_FAILURE,0,3,11.3,16,2026-01-05T23:00:00,0.8176,1
P100779,C296,664.76,WALLET,NETWORK_FAILURE,1,1,0.2,24,2026-03-11T19:00:00,0.6753,1
P100780,C131,1491.77,UPI,UNKNOWN,3,2,0.0,18,2026-01-22T16:00:00,0.3323,0
P100781,C178,2954.14,CARD,INSUFFICIENT_FUNDS,1,2,5.2,21,2026-02-04T19:00:00,0.4742,0
P100782,C519,704.02,CARD,NETWORK_FAILURE,2,1,112.2,23,2026-02-08T15:00:00,0.6598,1
P100783,C129,5621.47,CARD,EXPIRED_PAYMENT_METHOD,3,2,8.2,7,2026-03-30T00:00:00,0.2889,0
P100784,C541,3025.23,WALLET,REPEATED_DECLINE,1,3,21.6,17,2026-03-21T09:00:00,0.1468,0
P100785,C111,2792.1,WALLET,BANK_TECHNICAL_FAILURE,2,0,20.4,25,2026-01-12T07:00:00,0.847,1
P100786,C119,1219.23,CARD,UNKNOWN,2,1,9.2,16,2026-03-30T01:00:00,0.2519,1
P100787,C415,651.31,UPI,BANK_TECHNICAL_FAILURE,2,2,31.7,7,2026-01-10T04:00:00,0.6442,1
P100788,C64,28075.46,CARD,EXPIRED_PAYMENT_METHOD,1,0,16.9,11,2026-02-10T16:00:00,0.5793,1
P100789,C441,861.54,UPI,REPEATED_DECLINE,0,0,8.2,28,2026-03-17T14:00:00,0.2622,0
P100790,C334,3393.51,WALLET,REPEATED_DECLINE,1,0,63.5,7,2026-02-22T09:00:00,0.02,0
P100791,C201,3029.46,UPI,REPEATED_DECLINE,2,0,41.7,2,2026-02-02T01:00:00,0.2619,0
P100792,C128,1330.44,UPI,UNKNOWN,2,2,9.3,9,2026-02-19T20:00:00,0.266,0
P100793,C189,5762.3,CARD,INSUFFICIENT_FUNDS,1,1,23.9,27,2026-01-24T00:00:00,0.4754,0
P100794,C537,2556.59,UPI,NETWORK_FAILURE,0,4,5.4,8,2026-02-01T00:00:00,0.7054,1
P100795,C118,17178.89,CARD,NETWORK_FAILURE,0,2,5.1,25,2026-03-28T19:00:00,0.8111,1
P100796,C111,920.17,NETBANKING,NETWORK_FAILURE,2,2,25.7,28,2026-03-09T23:00:00,0.6928,1
P100797,C321,1468.06,CARD,CUSTOMER_ABANDONMENT,1,3,1.7,19,2026-03-25T05:00:00,0.3299,0
P100798,C435,2299.75,CARD,INSUFFICIENT_FUNDS,2,0,50.3,25,2026-01-24T07:00:00,0.3765,1
P100799,C596,4653.43,CARD,NETWORK_FAILURE,1,3,22.2,7,2026-01-22T08:00:00,0.6482,0
P100800,C99,6773.07,NETBANKING,INSUFFICIENT_FUNDS,2,1,10.1,6,2026-01-25T02:00:00,0.2306,0
P100801,C94,5407.23,UPI,INSUFFICIENT_FUNDS,0,0,11.0,9,2026-02-24T16:00:00,0.4221,1
P100802,C591,3428.84,UPI,INSUFFICIENT_FUNDS,3,0,18.4,6,2026-03-31T12:00:00,0.2319,0
P100803,C216,4499.63,CARD,INSUFFICIENT_FUNDS,0,0,12.3,4,2026-01-13T10:00:00,0.3494,0
P100804,C42,13601.07,UPI,INSUFFICIENT_FUNDS,2,2,2.9,22,2026-03-16T11:00:00,0.3493,0
P100805,C348,5987.74,CARD,REPEATED_DECLINE,3,1,8.6,10,2026-03-29T17:00:00,0.0705,0
P100806,C397,5877.27,UPI,UNKNOWN,1,1,28.4,13,2026-02-05T09:00:00,0.3947,1
P100807,C381,4928.41,WALLET,INSUFFICIENT_FUNDS,0,0,42.7,28,2026-03-27T10:00:00,0.4553,1
P100808,C271,1478.48,UPI,INSUFFICIENT_FUNDS,2,0,14.0,29,2026-03-05T10:00:00,0.4273,1
P100809,C345,2824.37,CARD,REPEATED_DECLINE,1,1,76.1,24,2026-03-22T12:00:00,0.2588,1
P100810,C102,6633.49,UPI,UNKNOWN,1,1,10.0,29,2026-01-04T06:00:00,0.4738,1
P100811,C466,13316.92,CARD,REPEATED_DECLINE,3,2,16.9,3,2026-02-27T14:00:00,0.02,0
P100812,C103,6089.27,NETBANKING,BANK_TECHNICAL_FAILURE,0,1,1.5,7,2026-02-20T23:00:00,0.7682,1
P100813,C331,2607.33,UPI,BANK_TECHNICAL_FAILURE,3,0,1.9,21,2026-03-23T08:00:00,0.8458,1
P100814,C444,4379.57,UPI,NETWORK_FAILURE,0,0,29.9,1,2026-01-15T11:00:00,0.7841,0
P100815,C299,835.67,UPI,UNKNOWN,1,0,55.2,16,2026-01-31T02:00:00,0.311,0
P100816,C250,1350.86,CARD,NETWORK_FAILURE,2,3,30.9,20,2026-02-14T16:00:00,0.7986,1
P100817,C504,5432.91,CARD,UNKNOWN,1,1,12.0,3,2026-03-02T05:00:00,0.3481,0
P100818,C44,1612.38,UPI,CUSTOMER_ABANDONMENT,2,3,3.5,20,2026-02-22T22:00:00,0.3198,0
P100819,C585,2024.02,UPI,EXPIRED_PAYMENT_METHOD,3,2,57.1,19,2026-01-27T11:00:00,0.3396,0
P100820,C393,889.24,CARD,BANK_TECHNICAL_FAILURE,3,0,25.3,16,2026-03-01T00:00:00,0.7877,1
P100821,C185,1876.33,CARD,UNKNOWN,2,1,0.3,14,2026-03-21T09:00:00,0.3898,0
P100822,C390,2152.19,UPI,UNKNOWN,3,0,17.6,20,2026-01-28T16:00:00,0.2801,0
P100823,C553,3525.08,CARD,REPEATED_DECLINE,3,0,41.9,29,2026-03-26T18:00:00,0.3647,1
P100824,C161,2481.27,CARD,UNKNOWN,3,3,36.1,17,2026-03-01T06:00:00,0.1757,0
P100825,C347,3439.09,UPI,CUSTOMER_ABANDONMENT,2,1,60.6,24,2026-02-07T11:00:00,0.3585,1
P100826,C233,5857.92,CARD,INSUFFICIENT_FUNDS,0,1,4.1,17,2026-03-16T10:00:00,0.5123,0
P100827,C417,2445.87,CARD,REPEATED_DECLINE,3,1,80.8,27,2026-02-06T09:00:00,0.1246,0
P100828,C377,3628.13,WALLET,NETWORK_FAILURE,2,0,0.3,25,2026-03-11T23:00:00,0.7048,1
P100829,C241,5558.31,UPI,INSUFFICIENT_FUNDS,2,2,27.1,23,2026-02-15T01:00:00,0.2965,0
P100830,C6,1227.01,CARD,NETWORK_FAILURE,2,0,20.2,8,2026-02-02T21:00:00,0.7823,1
P100831,C217,387.27,NETBANKING,REPEATED_DECLINE,0,1,58.6,13,2026-01-04T10:00:00,0.168,0
P100832,C12,35246.67,CARD,UNKNOWN,2,0,12.1,3,2026-01-17T10:00:00,0.2823,0
P100833,C582,10318.64,UPI,REPEATED_DECLINE,3,2,60.1,11,2026-02-28T11:00:00,0.1525,0
P100834,C133,2064.87,UPI,REPEATED_DECLINE,3,0,107.5,27,2026-01-28T10:00:00,0.02,0
P100835,C104,3301.06,CARD,EXPIRED_PAYMENT_METHOD,0,2,7.6,21,2026-03-26T22:00:00,0.4679,1
P100836,C265,4899.57,CARD,INSUFFICIENT_FUNDS,3,1,21.3,4,2026-02-02T13:00:00,0.2524,1
P100837,C318,345.18,CARD,CUSTOMER_ABANDONMENT,3,2,0.1,11,2026-02-11T02:00:00,0.3762,0
P100838,C589,2325.53,CARD,CUSTOMER_ABANDONMENT,2,1,17.6,11,2026-03-30T21:00:00,0.3816,0
P100839,C579,1935.24,CARD,BANK_TECHNICAL_FAILURE,0,2,4.1,28,2026-02-27T01:00:00,0.97,1
P100840,C501,1089.77,WALLET,NETWORK_FAILURE,0,0,8.1,20,2026-01-31T21:00:00,0.8339,1
P100841,C372,3849.39,NETBANKING,CUSTOMER_ABANDONMENT,3,1,23.1,14,2026-01-10T16:00:00,0.2861,1
P100842,C446,1377.39,CARD,INSUFFICIENT_FUNDS,1,1,33.1,6,2026-01-29T22:00:00,0.3429,0
P100843,C78,14907.31,UPI,INSUFFICIENT_FUNDS,0,2,5.6,9,2026-01-19T17:00:00,0.4453,0
P100844,C23,5194.18,CARD,INSUFFICIENT_FUNDS,2,2,40.1,13,2026-02-11T02:00:00,0.4117,0
P100845,C146,6544.94,CARD,UNKNOWN,3,0,7.1,14,2026-03-07T14:00:00,0.3924,0
P100846,C489,15562.06,CARD,NETWORK_FAILURE,3,2,0.9,12,2026-03-12T07:00:00,0.7777,1
P100847,C54,3272.34,CARD,BANK_TECHNICAL_FAILURE,3,0,82.1,17,2026-02-14T01:00:00,0.7821,1
P100848,C320,6345.0,CARD,CUSTOMER_ABANDONMENT,0,0,8.7,10,2026-02-13T00:00:00,0.3644,1
P100849,C339,1301.33,CARD,REPEATED_DECLINE,0,0,21.4,3,2026-03-06T09:00:00,0.247,1
P100850,C222,1983.87,UPI,BANK_TECHNICAL_FAILURE,0,2,14.4,20,2026-02-15T14:00:00,0.9423,0
P100851,C405,2957.06,CARD,INSUFFICIENT_FUNDS,1,1,12.2,28,2026-03-10T16:00:00,0.4945,0
P100852,C452,4098.74,UPI,BANK_TECHNICAL_FAILURE,1,1,18.3,25,2026-02-21T01:00:00,0.9243,1
P100853,C467,2238.22,UPI,REPEATED_DECLINE,3,2,4.8,26,2026-01-22T10:00:00,0.2365,1
P100854,C96,8406.92,UPI,BANK_TECHNICAL_FAILURE,1,0,16.9,25,2026-02-05T20:00:00,0.8805,1
P100855,C551,1817.82,CARD,BANK_TECHNICAL_FAILURE,3,4,43.3,5,2026-03-13T19:00:00,0.5226,1
P100856,C178,4726.42,WALLET,INSUFFICIENT_FUNDS,2,1,19.1,3,2026-03-01T08:00:00,0.1409,0
P100857,C481,11511.71,CARD,REPEATED_DECLINE,3,2,26.5,10,2026-01-13T05:00:00,0.1038,0
P100858,C570,3055.35,CARD,REPEATED_DECLINE,1,1,32.6,8,2026-03-23T20:00:00,0.1952,0
P100859,C230,21702.28,EMI,UNKNOWN,3,1,69.8,7,2026-03-11T19:00:00,0.1103,0
P100860,C54,2575.57,UPI,EXPIRED_PAYMENT_METHOD,1,3,20.5,1,2026-01-06T18:00:00,0.4214,1
P100861,C343,2430.5,CARD,NETWORK_FAILURE,2,1,45.2,1,2026-01-17T02:00:00,0.738,1
P100862,C538,3927.72,UPI,REPEATED_DECLINE,2,3,4.5,8,2026-01-13T04:00:00,0.1745,0
P100863,C362,2670.09,WALLET,INSUFFICIENT_FUNDS,0,0,10.3,23,2026-02-04T20:00:00,0.3096,0
P100864,C15,6329.32,CARD,CUSTOMER_ABANDONMENT,0,1,4.1,5,2026-03-20T17:00:00,0.2724,0
P100865,C232,1897.89,NETBANKING,REPEATED_DECLINE,0,0,22.8,5,2026-03-06T23:00:00,0.2402,0
P100866,C72,129.62,CARD,NETWORK_FAILURE,0,1,54.7,3,2026-03-05T13:00:00,0.7779,1
P100867,C119,705.4,CARD,INSUFFICIENT_FUNDS,1,1,13.8,13,2026-03-23T03:00:00,0.4142,1
P100868,C202,10756.05,CARD,REPEATED_DECLINE,3,1,10.5,8,2026-02-15T01:00:00,0.2362,0
P100869,C470,2350.49,UPI,INSUFFICIENT_FUNDS,1,2,26.7,9,2026-01-01T15:00:00,0.2708,0
P100870,C371,14213.55,EMI,INSUFFICIENT_FUNDS,1,1,10.6,1,2026-01-13T17:00:00,0.3265,0
P100871,C282,1438.59,CARD,CUSTOMER_ABANDONMENT,3,1,4.1,9,2026-01-07T04:00:00,0.1783,0
P100872,C298,7111.53,UPI,CUSTOMER_ABANDONMENT,2,0,6.2,1,2026-02-15T02:00:00,0.1179,0
P100873,C407,283.47,UPI,NETWORK_FAILURE,1,0,11.1,12,2026-01-22T22:00:00,0.8698,1
P100874,C289,7709.26,CARD,CUSTOMER_ABANDONMENT,2,1,9.7,14,2026-03-19T22:00:00,0.3236,0
P100875,C507,14007.41,CARD,BANK_TECHNICAL_FAILURE,0,3,36.0,10,2026-02-27T11:00:00,0.6703,1
P100876,C585,5882.68,EMI,BANK_TECHNICAL_FAILURE,2,2,8.3,23,2026-02-02T21:00:00,0.7241,0
P100877,C73,19055.35,EMI,NETWORK_FAILURE,3,1,28.1,15,2026-01-03T16:00:00,0.7033,0
P100878,C489,10655.69,UPI,BANK_TECHNICAL_FAILURE,0,2,22.6,7,2026-03-29T16:00:00,0.9431,1
P100879,C55,4385.36,NETBANKING,INSUFFICIENT_FUNDS,1,4,33.6,1,2026-03-16T10:00:00,0.1762,1
P100880,C216,4731.49,CARD,EXPIRED_PAYMENT_METHOD,1,1,31.5,10,2026-02-20T11:00:00,0.2574,1
P100881,C544,2619.26,CARD,NETWORK_FAILURE,0,1,1.3,3,2026-02-06T18:00:00,0.6596,1
P100882,C284,953.5,WALLET,REPEATED_DECLINE,0,4,8.5,27,2026-03-19T03:00:00,0.207,0
P100883,C109,25014.12,UPI,INSUFFICIENT_FUNDS,3,2,14.4,3,2026-01-29T22:00:00,0.2395,0
P100884,C117,2901.85,NETBANKING,REPEATED_DECLINE,2,0,8.9,24,2026-02-12T00:00:00,0.307,1
P100885,C537,2608.85,CARD,INSUFFICIENT_FUNDS,0,2,31.9,2,2026-02-18T17:00:00,0.3744,1
P100886,C50,5128.72,UPI,INSUFFICIENT_FUNDS,0,2,41.4,5,2026-02-13T05:00:00,0.261,0
P100887,C564,12043.23,CARD,REPEATED_DECLINE,2,2,7.7,23,2026-02-12T16:00:00,0.2952,0
P100888,C89,8948.44,UPI,EXPIRED_PAYMENT_METHOD,0,3,46.6,14,2026-03-28T06:00:00,0.4773,0
P100889,C237,2352.02,CARD,REPEATED_DECLINE,1,1,1.6,12,2026-03-04T14:00:00,0.3552,0
P100890,C450,2155.76,CARD,UNKNOWN,1,0,21.9,16,2026-01-05T11:00:00,0.5491,1
P100891,C163,13180.34,CARD,INSUFFICIENT_FUNDS,1,1,36.0,22,2026-02-12T07:00:00,0.3803,0
P100892,C97,1988.52,CARD,INSUFFICIENT_FUNDS,0,3,4.5,28,2026-02-25T02:00:00,0.2746,0
P100893,C167,725.09,CARD,BANK_TECHNICAL_FAILURE,0,3,74.8,10,2026-01-04T06:00:00,0.7188,1
P100894,C368,689.66,UPI,UNKNOWN,1,3,15.3,4,2026-01-27T07:00:00,0.2969,1
P100895,C423,3743.78,UPI,INSUFFICIENT_FUNDS,1,0,15.9,14,2026-01-15T15:00:00,0.3822,0
P100896,C184,1820.39,NETBANKING,NETWORK_FAILURE,1,1,36.0,1,2026-03-27T02:00:00,0.6581,1
P100897,C259,3330.44,UPI,UNKNOWN,0,2,18.4,26,2026-01-30T12:00:00,0.5344,0
P100898,C228,6129.44,EMI,REPEATED_DECLINE,0,2,23.8,24,2026-02-23T17:00:00,0.2248,1
P100899,C147,10575.13,UPI,REPEATED_DECLINE,1,1,1.0,17,2026-01-03T14:00:00,0.3029,0
P100900,C113,10883.14,CARD,NETWORK_FAILURE,2,1,15.8,17,2026-03-05T10:00:00,0.8649,1
P100901,C117,1696.29,WALLET,INSUFFICIENT_FUNDS,0,2,9.7,7,2026-03-18T12:00:00,0.234,0
P100902,C130,4901.14,WALLET,EXPIRED_PAYMENT_METHOD,1,0,38.5,27,2026-03-24T22:00:00,0.4914,0
P100903,C12,9471.13,CARD,INSUFFICIENT_FUNDS,0,4,67.7,6,2026-01-10T04:00:00,0.4048,0
P100904,C576,914.57,CARD,EXPIRED_PAYMENT_METHOD,1,1,4.4,16,2026-02-05T07:00:00,0.6499,0
P100905,C79,1580.39,UPI,INSUFFICIENT_FUNDS,2,0,62.5,13,2026-01-02T04:00:00,0.5261,0
P100906,C337,662.76,UPI,INSUFFICIENT_FUNDS,3,1,6.4,23,2026-01-16T10:00:00,0.3292,0
P100907,C485,4734.02,CARD,REPEATED_DECLINE,1,0,3.9,10,2026-03-03T00:00:00,0.2865,0
P100908,C280,8322.04,CARD,NETWORK_FAILURE,2,1,19.9,1,2026-02-25T03:00:00,0.7518,0
P100909,C252,5000.52,UPI,INSUFFICIENT_FUNDS,1,0,0.2,17,2026-03-17T06:00:00,0.5462,0
P100910,C9,1801.11,NETBANKING,REPEATED_DECLINE,2,0,75.1,13,2026-02-15T15:00:00,0.02,0
P100911,C144,8608.84,EMI,NETWORK_FAILURE,2,1,4.6,5,2026-02-10T05:00:00,0.6265,1
P100912,C19,2445.13,UPI,REPEATED_DECLINE,3,3,9.4,5,2026-03-29T04:00:00,0.0413,0
P100913,C333,2159.53,CARD,BANK_TECHNICAL_FAILURE,3,1,17.7,14,2026-03-25T12:00:00,0.7554,1
